"JGskm_SyoriId","JGskm_BranchNo","JGskm_CustomerNo","JGskm_KijyunNengetu","JGskm_ShinseiNo","JGskm_KasitukeNo","JGskm_Kamoku","JGskm_Riritu","JGskm_ShinseiDate","JGskm_ShinseiKigen","JGskm_TousyoJikkouDate","JGskm_Kijitu","JGskm_SyoninKigen","JGskm_KasitukeZandaka","JGskm_TousyoJikkouKingaku","JGskm_SikinSito","JGskm_HosyoMokuteki","JGskm_HensaiHouhou","JGskm_SyokaiHensaiDate","JGskm_SyokaiHensaigaku","JGskm_TotyukaiHensaigaku","JGskm_SaisyukaiHensaigaku","JGskm_HensaiSyuki","JGskm_EntaiGanpon","JGskm_EntaiKikan","JGskm_MondaiSaikenTokutei","JGskm_JoukenHenkou","JGskm_KjkKanwaSaiken","JGskm_KengenKubun","JGskm_HimotukiTanpo","JGskm_HimotukiHosyo","JGskm_Bikou","JGskm_Tokukasi1HendouKingaku","JGskm_Tokukasi1HendouJiyu","JGskm_Tokukasi1HendouComment","JGskm_Tokukasi2HendouKingaku","JGskm_Tokukasi2HendouJiyu","JGskm_Tokukasi2HendouComment","JGskm_Tokukasi3HendouKingaku","JGskm_Tokukasi3HendouJiyu","JGskm_Tokukasi3HendouComment","JGskm_Tokukasi4HendouKingaku","JGskm_Tokukasi4HendouJiyu","JGskm_Tokukasi4HendouComment","JGskm_Tokukasi1KoteiKingaku","JGskm_Tokukasi1KoteiJiyu","JGskm_Tokukasi1KoteiComment","JGskm_Tokukasi2KoteiKingaku","JGskm_Tokukasi2KoteiJiyu","JGskm_Tokukasi2KoteiComment","JGskm_Tokukasi3KoteiKingaku","JGskm_Tokukasi3KoteiJiyu","JGskm_Tokukasi3KoteiComment","JGskm_Tokukasi4KoteiKingaku","JGskm_Tokukasi4KoteiJiyu","JGskm_Tokukasi4KoteiComment","JGskm_Hosei","JGskm_LoanFlg","JGskm_SyohinCode","JGskm_TanpoCode","JGskm_RisokuDate","JGskm_KyokudoFlg","JGskm_BISShikibetsu1","JGskm_BISShikibetsu2","JGskm_SinkiTourokuDate","JGskm_SinkiTourokuUserNo","JGskm_LastUpdate","JGskm_UpdateUserNo"
"3000000000000108","002 ","0020001     ","201106",1,8000001,"K_GAIKAYKAMOK01",0.00000,"0","0","0","0","0",0,0,"0","0","0","0",0,0,0,0,0,0,0,"0","0","0","0","0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",1,0,"0","0","0",0,,,2019/05/20 14:47:11,"0020000001",2019/05/20 14:47:11,"0020000001"
"3000000000000109","002 ","0020002     ","201109",2,8000002,"K_GAIKAYKAMOK01",0.00000,"0","0","0","0","0",0,0,"0","0","0","0",0,0,0,0,0,0,0,"0","0","0","0","0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",1,0,"0","0","0",0,,,2019/05/20 14:47:17,"0020000001",2019/05/20 14:47:17,"0020000001"
"3000000000000110","002 ","0020003     ","201112",3,8000003,"K_GAIKAYKAMOK01",0.00000,"0","0","0","0","0",0,0,"0","0","0","0",0,0,0,0,0,0,0,"0","0","0","0","0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",1,0,"0","0","0",0,,,2019/05/20 14:47:21,"0020000001",2019/05/20 14:47:21,"0020000001"
"3000000000000113","002 ","0020006     ","201203",6,8000006,"K_GAIKAYKAMOK01",0.00000,"0","0","0","0","0",0,0,"0","0","0","0",0,0,0,0,0,0,0,"0","0","0","0","0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",1,0,"0","0","0",0,,,2019/05/20 14:47:35,"0020000001",2019/05/20 14:47:35,"0020000001"
"3000000000000116","002 ","0020009     ","201201",9,8000009,"K_GAIKAYKAMOK01",0.00000,"0","0","0","0","0",0,0,"0","0","0","0",0,0,0,0,0,0,0,"0","0","0","0","0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",1,0,"0","0","0",0,,,2019/05/20 14:47:56,"0020000001",2019/05/20 14:47:56,"0020000001"
"3000000000000117","002 ","0020010     ","201202",10,8000010,"K_GAIKAYKAMOK01",0.00000,"0","0","0","0","0",0,0,"0","0","0","0",0,0,0,0,0,0,0,"0","0","0","0","0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",0,"0","0",1,0,"0","0","0",0,,,2019/05/20 14:48:00,"0020000001",2019/05/20 14:48:00,"0020000001"
"3000000000000188","001 ","0010002     ","201702",2002,20022,"KAMOKU01",1.20000,"1.20000","20160101","20170721","20420731","20170823",100000,100000,"SIKINSITO101","HOSYOMOKU520000","HENSAIHOUHOU4","20171231",281776,,0,1,,,0,"JYOUKEN1","","KENGEN2","UMU2","UMU2","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,0,"14725","1"," ",0,"","",2020/02/21 11:00:37.887,"0010000001",2020/02/21 11:00:37.887,"0010000001"
"3000000000000188","001 ","0010002     ","201702",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/02/21 11:00:37.887,"0010000001",2020/02/21 11:00:37.887,"0010000001"
"3000000000000189","001 ","0010001     ","201909",900000000009001,1,"KAMOKU01",10.00000,"20170320"," "," "," "," ",10000000,0,"SIKINSITO360","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN1","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2020/02/21 14:02:03.750,"0010000001",2020/02/21 14:12:48.030,"0010000001"
"3000000000000190","001 ","0010002     ","201909",900000000009001,1,"KAMOKU01",10.00000,"20170320"," "," "," "," ",10000000,0,"SIKINSITO354","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN1","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2020/02/21 14:29:54.770,"0010000001",2020/02/21 14:34:28.643,"0010000001"
"3000000000000192","001 ","0010001     ","202002",900000000009001,1,"KAMOKU01",10.00000,"20170320"," "," "," "," ",10000000,0,"SIKINSITO360","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN1","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2020/02/21 14:02:03,"0010000001",2020/02/21 14:12:48,"0010000001"
"3000000000000193","001 ","0010002     ","202002",1001,19300001,"KAMOKU01",5.00000,"20190801","20190901","20190801","20190901","20190901",70000,4000,"SIKINSITO106","","HENSAIHOUHOU1","20190808",8000,9000,5000,12,12000,60,0,"JYOUKEN1","","KENGEN1","UMU1","UMU1","備考1",1000,"TOKUTEIHENDOU11","コメント1",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/08/01 15:51:58,"0010000001",2019/12/11 11:21:37,"0010000001"
"3000000000000193","001 ","0010002     ","202002",1004,19300004,"KAMOKU05",8.00000," "," "," "," "," ",253000,,"SIKINSITO42","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN0","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/08/01 16:14:10,"0010000001",2019/12/11 11:19:45,"0010000001"
"3000000000000194","001 ","0010001     ","202002",900000000009001,1,"KAMOKU01",10.00000,"20170320"," "," "," "," ",10000000,0,"SIKINSITO360","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN1","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2020/03/12 12:38:16.093,"0000000001",2020/03/12 12:38:16.093,"0000000001"
"3000000000000195","001 ","0010002     ","202002",1001,19300001,"KAMOKU01",5.00000,"20190801","20190901","20190801","20190901","20190901",70000,4000,"SIKINSITO106","","HENSAIHOUHOU1","20190808",8000,9000,5000,12,12000,60,0,"JYOUKEN1","","KENGEN1","UMU1","UMU1","備考1",1000,"TOKUTEIHENDOU11","コメント1",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2020/03/12 13:31:55.227,"0000000001",2020/03/12 13:31:55.227,"0000000001"
"3000000000000195","001 ","0010002     ","202002",1002,19300002,"KAMOKU92",7.00000,"20190801","20190902","20190802","20191001","20191201",450000,130000,"SIKINSITO101","","HENSAIHOUHOU2","20191003",30000,40000,50000,10,730000,40,1,"JYOUKEN1","","KENGEN1","UMU2","UMU2","備考2",25000,"TOKUTEIHENDOU11","コメント01",14000,"TOKUTEIHENDOU24","コメント02",,"","",,"","",,"","",,"","",,"","",,"","",1,1,,,,,,,2019/08/01 16:06:31,"0010000001",2019/12/11 11:19:22,"0010000001"
"3000000000000195","001 ","0010002     ","202002",1003,1930003,"KAMOKU92",3.00000," "," "," "," "," ",770000,,"SIKINSITO104","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN1","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/08/01 16:09:57,"0010000001",2019/12/11 11:19:45,"0010000001"
"3000000000000195","001 ","0010002     ","202002",1004,19300004,"KAMOKU05",8.00000," "," "," "," "," ",253000,,"SIKINSITO42","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN0","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2020/03/12 13:31:55.227,"0000000001",2020/03/12 13:31:55.227,"0000000001"
"3000000000000196","001 ","0010010     ","202002",1001,19300001,"KAMOKU42",5.00000,"20190801","20190901","20190801","20190901","20190901",70000,4000,"SIKINSITO12","HOSYOMOKUTEKI01","HENSAIHOUHOU1","20190808",8000,9000,5000,12,12000,60,0,"JYOUKEN1","KASIDASIJYOKE01","KENGEN0","UMU1","UMU1","備考1",1000,"TOKUTEIHENDOU11","コメント1",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/12/12 14:40:16,"0010000001",2019/12/12 14:40:16,"0010000001"
"3000000000000196","001 ","0010010     ","202002",1002,19300002,"KAMOKU92",7.00000,"20190801","20190902","20190802","20191001","20191201",450000,130000,"SIKINSITO13","HOSYOMOKUTEKI02","HENSAIHOUHOU2","20191003",30000,40000,50000,10,730000,40,1,"JYOUKEN1","KASIDASIJYOKE03","KENGEN0","UMU2","UMU2","備考2",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2019/12/12 14:42:17,"0000000001",2019/12/12 14:42:17,"0000000001"
"3000000000000196","001 ","0010010     ","202002",1003,1930003,"KAMOKU92",3.00000," "," "," "," "," ",770000,,"SIKINSITO14","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN0","UMU2","UMU2","",,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,2019/12/12 14:42:17,"0000000001",2019/12/12 14:42:17,"0000000001"
"3000000000000196","001 ","0010010     ","202002",1004,19300004,"KAMOKU05",8.00000," "," "," "," "," ",253000,,"SIKINSITO42","",""," ",,,,,,,0,"JYOUKEN1","","KENGEN0","UMU2","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/12/12 14:40:16,"0010000001",2019/12/12 14:40:16,"0010000001"
"3000000000000196","001 ","0010010     ","202002",1005,19300005,"KAMOKU92",10.00000," "," "," "," "," ",745000,,"SIKINSITO14","",""," ",,,,,12000,,0,"JYOUKEN1","KASIDASIJYOKE02","KENGEN0","UMU1","UMU2","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,1,,,,,,,2019/08/02 13:35:44,"0010000001",2019/08/02 13:35:44,"0010000001"
"3000000000000197","001 ","0010009     ","202002",1001,19300001,"KAMOKU42",5.00000,"20190801","20190901","20190801","20190901","20190901",70000,4000,"SIKINSITO12","HOSYOMOKUTEKI01","HENSAIHOUHOU1","20190808",8000,9000,5000,12,12000,60,0,"JYOUKEN1","KASIDASIJYOKE01","KENGEN0","UMU1","UMU1","備考1",1000,"TOKUTEIHENDOU11","コメント1",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000197","001 ","0010009     ","202002",1002,19300002,"KAMOKU92",7.00000,"20190801","20190902","20190802","20191001","20191201",450000,130000,"SIKINSITO13","HOSYOMOKUTEKI02","HENSAIHOUHOU2","20191003",30000,40000,50000,10,730000,40,1,"JYOUKEN1","KASIDASIJYOKE03","KENGEN0","UMU2","UMU2","備考2",,,,,,,,,,,,,,,,450000,,,,,,,,,1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000197","001 ","0010009     ","202002",1005,19300005,"KAMOKU89",10.00000," "," "," "," "," ",745000,,"SIKINSITO14","",""," ",,,,,12000,,0,"JYOUKEN1","KASIDASIJYOKE02","KENGEN0","UMU1","UMU2","",,,,,,,,,,,,,,,,745000,,,,,,,,,1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000198","001 ","0010008     ","202002",1001,19300001,"KAMOKU42",5.00000,"20190801","20190901","20190801","20190901","20190901",70000,4000,"SIKINSITO12","HOSYOMOKUTEKI01","HENSAIHOUHOU1","20190808",8000,9000,5000,12,12000,60,0,"JYOUKEN1","KASIDASIJYOKE01","KENGEN0","UMU1","UMU1","備考1",1000,"TOKUTEIHENDOU11","コメント1",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000198","001 ","0010008     ","202002",1002,19300002,"KAMOKU92",7.00000,"20190801","20190902","20190802","20191001","20191201",450000,130000,"SIKINSITO13","HOSYOMOKUTEKI02","HENSAIHOUHOU2","20191003",30000,40000,50000,10,730000,40,1,"JYOUKEN1","KASIDASIJYOKE03","KENGEN0","UMU2","UMU2","備考2",,,,,,,,,,,,,,,,450000,,,,,,,,,1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000198","001 ","0010008     ","202002",1005,19300005,"KAMOKU89",10.00000," "," "," "," "," ",745000,,"SIKINSITO14","",""," ",,,,,12000,,0,"JYOUKEN1","KASIDASIJYOKE02","KENGEN0","UMU1","UMU2","",,,,,,,,,,,,,,,,745000,,,,,,,,,1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000199","001 ","0010007     ","202002",1001,19300001,"KAMOKU42",5.00000,"20190801","20190901","20190801","20190901","20190901",70000,4000,"SIKINSITO12","HOSYOMOKUTEKI01","HENSAIHOUHOU1","20190808",8000,9000,5000,12,12000,60,0,"JYOUKEN1","KASIDASIJYOKE01","KENGEN0","UMU1","UMU1","備考1",1000,"TOKUTEIHENDOU11","コメント1",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000199","001 ","0010007     ","202002",1002,19300002,"KAMOKU92",7.00000,"20190801","20190902","20190802","20191001","20191201",450000,130000,"SIKINSITO13","HOSYOMOKUTEKI02","HENSAIHOUHOU2","20191003",30000,40000,50000,10,730000,40,1,"JYOUKEN1","KASIDASIJYOKE03","KENGEN0","UMU2","UMU2","備考2",,,,,,,,,,,,,,,,450000,,,,,,,,,1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000199","001 ","0010007     ","202002",1005,19300005,"KAMOKU89",10.00000," "," "," "," "," ",745000,,"SIKINSITO14","",""," ",,,,,12000,,0,"JYOUKEN1","KASIDASIJYOKE02","KENGEN0","UMU1","UMU2","",,,,,,,,,,,,,,,,745000,,,,,,,,,1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2019/12/13 15:02:34,"0010000001"
"3000000000000202","511 ","5511011     ","201908",1005,19300005,"KAMOKU01",10.00000," "," "," "," "," ",745000,,"SIKINSITO103","",""," ",,,,,12000,,0,"JYOUKEN1","","KENGEN1","UMU1","UMU2","",,"","",,"","",,"","",,"","",,"","",745000,"","",,"","",,"","",1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2020/04/17 9:03:16.537,"0000000001"
"3000000000000204","511 ","5511011     ","201908",1005,19300005,"KAMOKU01",10.00000," "," "," "," "," ",745000,,"SIKINSITO103","",""," ",,,,,12000,,0,"JYOUKEN1","","KENGEN1","UMU1","UMU2","",,"","",,"","",,"","",,"","",,"","",745000,"","",,"","",,"","",1,1,,,,,,,2019/12/13 15:02:34,"0010000001",2020/04/17 9:03:16,"0000000001"
